ax,ay,az,gx,gy,gz
-0.5955,0.0869,0.0447,29.5954,61.5878,-9.3893
-0.6125,0.0361,0.0728,27.8092,61.5420,-4.1756
-0.6145,-0.0320,0.0808,27.4580,56.5573,0.9695
-0.6145,-0.1135,0.0828,28.1145,48.1221,5.7176
-0.6274,-0.1794,0.0703,28.4733,38.0687,9.7176
-0.6265,-0.2483,0.0430,28.0076,27.1374,13.5954
-0.5928,-0.3281,-0.0034,26.8779,16.7176,17.2366
-0.5325,-0.4258,-0.0569,25.8931,7.8626,20.1679
-0.4998,-0.5764,-0.1230,24.9084,1.6794,21.6412
-0.4526,-0.8010,-0.2078,23.2214,-0.9924,20.2901
-0.4297,-1.1536,-0.3203,21.3817,0.4580,14.3969
-0.4092,-1.6353,-0.4238,21.8015,4.6107,4.6489
-0.3613,-2.1704,-0.4961,24.9924,7.3817,-5.3282
-0.3254,-2.5134,-0.5063,29.5954,6.6641,-10.0305
-0.2681,-2.4419,-0.4912,31.5878,9.1832,-7.5954
-0.1777,-2.1401,-0.4468,29.8321,18.1221,-1.4122
-0.1055,-1.9351,-0.4136,25.4427,29.5878,4.6183
-0.0378,-1.9102,-0.3643,20.9084,39.1298,9.4885
0.0396,-1.9429,-0.3086,17.0840,44.0382,13.7023
0.0837,-1.8809,-0.2761,13.0305,46.5191,17.3130
0.0820,-1.7742,-0.2451,8.0916,49.4427,20.0382
0.0273,-1.6685,-0.2119,2.8702,51.6870,21.8168
-0.0559,-1.5806,-0.1775,-1.3817,50.6870,23.1374
-0.1194,-1.5042,-0.1436,-3.7634,45.4656,24.0076
-0.1870,-1.4219,-0.1162,-4.7710,35.2748,25.1908
-0.2153,-1.3259,-0.1018,-5.2214,24.0763,26.8931
-0.2043,-1.2178,-0.0962,-5.7252,13.8473,28.4962
-0.1775,-1.1187,-0.0791,-6.3817,6.1450,30.0992
-0.1301,-1.0439,-0.0583,-6.8321,1.7481,31.6641
-0.0906,-0.9670,-0.0334,-6.8779,-0.3664,33.3511
-0.0852,-0.9006,-0.0020,-6.5267,-0.9847,35.3740
-0.0906,-0.8167,0.0254,-5.4656,-1.3969,37.5496
-0.1113,-0.7185,0.0505,-4.0000,-1.8321,39.6336
-0.1301,-0.6135,0.0588,-2.2595,-2.9466,41.4656
-0.1340,-0.5151,0.0688,-0.4427,-4.2061,42.7176
-0.1260,-0.4253,0.0703,1.4580,-6.5649,42.9313
-0.1038,-0.3557,0.0964,3.8931,-8.9237,42.6412
-0.0591,-0.3313,0.0918,7.6641,-9.1756,42.8931
0.0151,-0.3286,0.0901,12.0534,-6.3969,43.8168
0.0901,-0.3425,0.0781,16.6565,-0.8015,45.3893
0.1375,-0.3352,0.0659,20.4351,6.8092,47.3817
0.1577,-0.3130,0.0312,23.1908,16.2214,49.7863
0.1631,-0.3049,0.0007,24.8168,26.5802,51.4351
0.1582,-0.3213,-0.0310,25.7634,37.3359,52.1450
0.1367,-0.3621,-0.0547,26.2519,47.4122,51.4656
0.1094,-0.4180,-0.0710,26.9084,56.0305,49.3740
0.0710,-0.4739,-0.1042,27.2137,63.6947,45.0992
0.0256,-0.5569,-0.1382,27.5878,71.5420,38.3206
