ax,ay,az,gx,gy,gz
-0.4048,-0.7930,-0.0703,-13.2672,-29.2595,30.1908
-0.4272,-0.7839,-0.0627,-11.9084,-28.4580,30.3511
-0.4360,-0.7849,-0.0601,-10.2595,-27.9618,29.8397
-0.4382,-0.7993,-0.0645,-8.2443,-28.6107,28.5420
-0.4443,-0.8062,-0.0671,-6.7252,-28.4733,27.3359
-0.4258,-0.7964,-0.0945,-5.8855,-26.3664,26.2901
-0.4539,-0.7998,-0.1260,-4.7328,-25.8092,24.6412
-0.4246,-0.7925,-0.1226,-4.4656,-26.7481,23.8473
-0.3882,-0.7842,-0.1243,-4.4046,-26.1221,22.7863
-0.3770,-0.7922,-0.1067,-3.2901,-23.2672,21.8397
-0.3757,-0.8369,-0.0874,-1.6260,-20.0763,21.4580
-0.3701,-0.8545,-0.0833,0.1450,-17.2519,21.3740
-0.3772,-0.8875,-0.0444,3.0687,-13.7481,21.6794
-0.3589,-0.9143,-0.0232,5.6794,-9.6107,21.5725
-0.3220,-0.9155,-0.0300,7.8931,-4.2977,20.8397
-0.3130,-0.9021,-0.0359,9.1756,3.1374,19.3893
-0.3123,-0.8982,-0.0630,9.7328,8.7023,17.4198
-0.3196,-0.8958,-0.0864,9.7099,12.9313,14.3282
-0.3369,-0.9211,-0.1152,9.5649,14.8168,10.8931
-0.3469,-0.9492,-0.1289,10.2595,13.3282,6.6489
-0.3730,-0.9824,-0.1616,10.8092,12.9313,3.1985
-0.4111,-1.0352,-0.1270,11.6565,14.9771,0.8626
-0.4116,-1.0591,-0.1113,12.3969,16.4504,0.1374
-0.3584,-1.0515,-0.1094,12.7481,17.2901,-0.9924
-0.3406,-1.0337,-0.1001,12.6565,19.0992,-2.6107
-0.3594,-1.0481,-0.1072,11.9466,23.8931,-4.8473
-0.3745,-1.1038,-0.1140,11.0763,29.6260,-8.9160
-0.4070,-1.1455,-0.1201,10.9847,30.7786,-14.4733
-0.4722,-1.1497,-0.0623,11.9695,27.8931,-19.6718
-0.5129,-1.1418,-0.0562,12.9237,25.6718,-24.0153
-0.4851,-1.1189,-0.0259,13.9924,24.4733,-28.7863
-0.4802,-1.0979,0.0120,14.7481,22.1985,-32.3053
-0.4836,-1.0701,0.0159,14.3511,22.7405,-34.3206
-0.4504,-1.0251,0.0139,13.1069,26.6870,-35.5802
-0.4041,-0.9551,0.0447,10.5802,30.4427,-35.6412
-0.3501,-0.8438,0.0078,6.4046,31.9160,-35.5573
-0.3491,-0.7092,0.0083,1.7710,30.3893,-34.5725
-0.3672,-0.6267,0.0288,-1.7863,28.7481,-33.1679
-0.3967,-0.6233,0.0894,-3.8779,24.8244,-33.0992
-0.4690,-0.6821,0.1436,-4.5420,15.1985,-33.0916
-0.5085,-0.7717,0.1804,-3.9084,3.4885,-32.6336
-0.4912,-0.8274,0.1875,-2.1069,-6.7939,-31.4580
-0.4553,-0.8457,0.1426,-0.9542,-14.2443,-29.5344
-0.4224,-0.8467,0.1172,-0.3053,-17.9160,-28.0382
-0.3652,-0.8704,0.1135,0.2137,-21.0000,-26.5954
-0.3225,-0.9226,0.0925,0.8855,-20.5649,-25.8702
-0.2744,-0.9639,0.0767,1.3359,-19.3130,-25.7023
-0.2283,-0.9832,0.0549,1.4122,-17.1756,-25.7405
-0.2078,-0.9832,0.0415,0.9847,-10.8931,-25.5496
-0.2104,-0.9751,0.0398,0.1908,-1.8626,-24.8702
-0.2273,-0.9678,0.0283,-0.4351,6.0687,-23.3893
-0.2466,-0.9531,0.0012,-0.8855,14.8550,-22.9466
-0.2917,-0.9436,0.0186,-0.7481,18.1603,-22.7939
-0.3130,-0.9360,0.0549,-0.3282,21.0534,-22.9084
-0.2795,-0.9253,0.0664,1.0076,24.4046,-25.0458
-0.2954,-0.9048,0.0476,1.9847,26.0534,-27.2748
-0.3076,-0.8716,0.0288,2.3740,28.5038,-29.0076
-0.3328,-0.8564,0.0557,2.4427,29.0916,-29.6489
-0.3386,-0.8533,0.0979,2.7481,31.8321,-29.0534
-0.3528,-0.8342,0.0825,3.2824,34.5573,-28.0687
-0.3628,-0.8381,0.0618,3.5344,34.6183,-28.0992
-0.3745,-0.8596,0.0596,2.9389,32.8244,-28.0076
-0.3376,-0.8572,0.0637,1.6565,33.6870,-28.3435
