ax,ay,az,gx,gy,gz
-0.6040,0.6499,0.3315,-1.6260,12.9008,4.7176
-0.6021,0.6230,0.3335,-2.0000,13.9771,4.4733
-0.5618,0.5894,0.3064,-2.5573,15.5878,3.9389
-0.5864,0.5403,0.3779,-2.1985,18.0992,4.1374
-0.5940,0.5588,0.4448,-1.8168,19.7405,3.8473
-0.7271,0.6370,0.3887,-2.0916,18.1527,4.7328
-0.7424,0.6333,0.3948,-1.5573,16.6641,3.9466
-0.8823,0.6233,0.4919,-0.1527,15.7634,5.1985
-0.9590,0.6633,0.4541,0.1679,11.7252,6.8321
-0.8457,0.7180,0.3994,0.9695,6.2061,5.1985
-0.6497,0.7424,0.2979,0.5267,2.1985,4.3893
-0.4753,0.7041,0.2148,-0.2519,-0.2290,3.9466
-0.4241,0.6492,0.1880,-1.8321,-2.8779,3.3969
-0.4744,0.6069,0.2310,-2.9771,-7.6794,3.0153
-0.5811,0.5745,0.3052,-3.2824,-13.2672,3.2290
-0.6526,0.6008,0.3889,-2.6489,-17.0000,3.4275
-0.7268,0.6575,0.4268,-1.7634,-19.3588,4.0076
-0.7444,0.6860,0.4421,-0.6565,-18.3130,4.5878
-0.7671,0.6760,0.4089,0.5344,-15.1298,5.5878
-0.7773,0.6541,0.3640,1.4733,-13.4962,6.8168
-0.7415,0.6438,0.3044,2.0458,-14.6183,7.4122
-0.6699,0.6526,0.2827,1.8626,-16.4275,7.0076
-0.6313,0.6406,0.2937,1.4656,-17.9771,6.8931
-0.5386,0.5830,0.4546,3.0763,-17.3969,6.2519
-0.6455,0.5811,0.2661,-0.3893,-23.9771,7.2824
-0.4058,0.6067,0.3481,0.3893,-16.3588,4.5038
-0.4116,0.6621,0.4612,0.2519,-7.3893,2.7252
-0.5557,0.6172,0.4341,0.8015,-6.0382,3.1908
-0.4175,0.5999,0.4104,-0.2061,-2.6489,1.2519
-0.5020,0.6245,0.0955,3.9618,-1.8473,-0.4046
-0.3699,0.5452,0.4329,-1.2901,-1.6031,0.2061
-0.7114,0.6072,0.4038,-1.4580,3.2748,2.1756
-0.5730,0.6309,0.3533,-1.6794,0.5496,-1.6565
-0.5957,0.6191,0.4553,0.7328,2.0076,-0.2137
-0.5935,0.5984,0.4705,-0.2061,1.5802,0.5573
-0.4966,0.5693,0.3413,-1.6794,2.8244,-2.1756
-0.5105,0.6008,0.4565,-0.8321,4.5954,-0.9389
-0.6577,0.6724,0.4636,-2.0076,4.9466,-0.0229
-0.5933,0.6460,0.3525,-2.1450,4.0076,-1.6031
-0.5701,0.6096,0.3721,-2.4504,3.7634,-1.8702
-0.6013,0.5647,0.3262,-2.9771,1.7557,-0.6336
-0.5444,0.6028,0.4705,-5.1450,-1.7099,-1.4427
-0.7288,0.6653,0.5107,-1.6565,-0.7939,0.5038
-0.6382,0.6169,0.3887,-4.7328,-9.2595,-0.7252
-0.6145,0.6101,0.4082,-6.6336,-12.0076,-0.7328
-0.6445,0.7063,0.5701,-4.0229,-6.9008,4.0763
-0.7366,0.8159,0.5513,-5.5191,-7.6107,2.9924
-0.7317,0.7090,0.5210,-2.5115,-11.4046,3.3282
-0.6743,0.7029,0.6299,-1.9542,-10.4504,5.1756
-0.8140,0.7234,0.5361,-0.3359,-8.7328,7.3588
-0.7405,0.6694,0.5054,0.0840,-10.9847,6.6183
-0.7546,0.6331,0.4199,0.2672,-14.3130,6.5191
-0.7021,0.6340,0.4414,0.2977,-20.1374,8.1679
-0.7119,0.6492,0.4834,0.8855,-22.0076,9.5573
-0.7107,0.6228,0.4941,0.9542,-26.1985,8.9008
-0.6572,0.6123,0.5137,2.0382,-33.5038,8.2366
-0.6277,0.6211,0.5447,3.0229,-38.5038,10.3588
-0.5789,0.5955,0.5962,5.0687,-41.1603,11.2519
-0.5076,0.6321,0.6086,6.4962,-46.0763,11.3053
-0.4272,0.6755,0.6155,8.2137,-45.8702,11.8397
-0.3713,0.6707,0.6765,9.8321,-40.9389,10.8702
-0.4099,0.6887,0.6687,11.0534,-37.0305,10.7252
-0.4622,0.6543,0.6467,13.1374,-35.3817,10.5115
-0.4858,0.6411,0.5957,14.8855,-35.7099,10.2901
-0.5498,0.6738,0.4775,14.4962,-36.0382,11.8397
-0.6206,0.6667,0.3948,14.1756,-38.2977,12.8015
-0.5945,0.6770,0.3308,12.9542,-43.5115,13.2519
-0.5164,0.7056,0.3315,11.0687,-45.2443,13.8855
-0.4687,0.6929,0.3188,8.9466,-44.4046,14.0458
-0.4258,0.6753,0.2710,6.7176,-42.3130,14.0992
-0.3362,0.7014,0.2390,3.9771,-37.2443,13.0687
-0.3325,0.6821,0.2358,1.7099,-31.5191,12.2977
-0.3252,0.6787,0.1863,-0.5573,-27.5038,10.6641
-0.2327,0.7012,0.1614,-3.2977,-22.3130,6.6489
-0.2273,0.7229,0.1060,-6.3511,-15.5725,2.4809
-0.2444,0.7075,0.0244,-10.1145,-12.4656,-1.6183
-0.2517,0.6975,0.0020,-14.7176,-8.9847,-6.0687
-0.2739,0.6650,-0.0510,-20.4656,-6.2595,-9.6031
-0.2585,0.6094,0.0054,-25.3511,-3.4427,-12.8092
-0.2173,0.6199,0.1807,-29.6794,0.7634,-14.5115
-0.1621,0.5913,0.4419,-31.3206,10.8168,-14.9160
-0.2097,0.6309,0.7002,-29.9542,14.3435,-15.0840
-0.2009,0.6521,0.9966,-27.1450,13.0992,-14.4885
-0.1909,0.6565,1.1550,-22.5878,17.1985,-16.0000
-0.2485,0.7019,1.2422,-17.0229,22.7557,-16.9237
-0.4404,0.7097,1.1765,-12.1527,25.1832,-14.8321
-0.6216,0.7314,1.0159,-9.3588,22.6107,-11.1985
-0.7407,0.7532,0.8074,-9.2290,18.4809,-7.5420
-0.7344,0.7949,0.7361,-9.6794,12.3511,-5.4046
-0.6724,0.8291,0.7124,-10.1908,5.2824,-3.1756
-0.3765,-0.5305,-0.3047,54.5038,20.7252,-95.0458
-0.1975,-0.9429,0.1797,-9.7099,-10.2977,29.3664
-1.0295,-1.6877,-0.1182,-79.2061,-207.4733,-79.4122
-0.6973,-1.0476,0.1865,41.4351,22.3893,15.0687
-0.1909,-1.2090,0.0815,47.5725,77.67161,1.0611,2.0611,53.5802
-0.5623,-0.7131,0.1265,-1.2519,19.8473,-27.7786
-0.6597,-1.4209,-0.0281,5.6947,-8.0840,-0.3206
-0.7075,-1.4314,-0.0574,1.8779,-7.6260,-0.0305
-0.7358,-1.4363,-0.0835,-1.6412,-11.9618,0.9313
-0.7192,-1.4255,-0.0757,-4.8397,-19.7557,2.0534
-0.7056,-1.4436,-0.0295,-7.6183,-28.6794,3.1221
-0.7139,-1.4543,-0.0078,-9.6641,-38.7710,5.8015
