ax,ay,az,gx,gy,gz
-0.0627,-0.7031,0.8611,-0.0076,25.4427,16.2061
-0.0823,-0.6807,0.8555,-3.7786,23.4809,12.6031
-0.1343,-0.6467,0.8391,-5.5496,18.7481,10.1450
-0.2263,-0.6279,0.8245,-4.7557,7.1450,2.9847
-0.2256,-0.6321,0.7979,-0.6260,-3.3588,-1.6260
-0.1128,-0.5815,0.7495,3.2519,-1.4580,-2.0916
-0.1123,-0.5659,0.7209,0.3282,6.1221,-8.3664
-0.1406,-0.6770,0.7180,-2.9618,11.0534,-9.5649
-0.1711,-0.7407,0.7327,1.3817,21.8244,-1.9160
-0.2104,-0.6958,0.7156,4.4809,26.1603,3.5954
-0.1963,-0.6431,0.7354,4.4885,22.7710,5.4275
-0.1841,-0.6296,0.7720,3.1603,15.0916,5.1527
-0.1387,-0.6802,0.8293,5.2519,9.5954,1.0916
-0.1204,-0.6130,0.8552,8.2061,9.7710,0.5344
-0.0930,-0.5764,0.8435,9.3359,12.2137,-1.4198
-0.1047,-0.5830,0.7954,8.4733,12.9313,-3.6794
-0.1553,-0.5752,0.7759,6.7634,10.9924,-3.8626
-0.1704,-0.6067,0.7720,5.2672,7.6183,-4.5878
-0.1467,-0.5930,0.7793,5.0076,4.9466,-2.5954
-0.1294,-0.5967,0.7944,3.9542,6.6947,0.3435
-0.1257,-0.5623,0.7778,0.5802,9.9084,3.2901
-0.1313,-0.5698,0.7786,-2.2748,11.8244,5.3359
-0.1299,-0.6536,0.8049,-1.7099,12.8321,3.9618
-0.1250,-0.6819,0.7886,0.5496,14.8168,1.1908
-0.1355,-0.6526,0.7727,-0.4580,14.8550,-0.2977
-0.1260,-0.6702,0.7874,-2.4733,15.5267,-2.6947
-0.1292,-0.6514,0.7781,-3.9771,17.6031,-4.1145
-0.1335,-0.6243,0.7563,-4.4427,20.4351,-4.5954
-0.1604,-0.6201,0.7419,-5.3511,24.5802,-4.4198
-0.2009,-0.5942,0.7275,-7.3130,27.5420,-5.0687
-0.1716,-0.6526,0.7222,-9.4198,29.1145,-5.2366
-0.1768,-0.6504,0.7200,-11.4656,33.0840,-3.5878
-0.0923,-0.6191,0.7290,-13.4733,41.9160,-3.1145
