ax,ay,az,gx,gy,gz
-0.4897,-0.8347,-0.1011,2.0076,5.3969,0.6031
-0.4871,-0.8484,-0.1079,1.8855,6.1603,0.8015
-0.4856,-0.8562,-0.1108,1.6565,7.6947,0.6718
-0.4878,-0.8682,-0.1157,1.5954,9.0076,0.1908
-0.4973,-0.8682,-0.1204,1.2137,9.8855,-0.2443
-0.4912,-0.8635,-0.1226,0.4198,9.8550,-0.6412
-0.4939,-0.8579,-0.1248,-0.1603,9.6412,-1.2748
-0.5007,-0.8594,-0.1165,-0.9389,9.2748,-1.7863
-0.4998,-0.8560,-0.1160,-1.7939,8.3282,-2.0687
-0.5098,-0.8630,-0.1125,-2.9160,7.0153,-2.1679
-0.5129,-0.8777,-0.1079,-4.0763,5.5344,-2.0076
-0.5256,-0.8992,-0.1138,-4.7710,3.3053,-1.6336
-0.5273,-0.9287,-0.1094,-5.7252,0.2977,-0.8015
-0.5303,-0.9309,-0.1101,-6.6260,-2.8550,0.2214
-0.5298,-0.9324,-0.1143,-7.6794,-6.0534,1.2748
-0.5134,-0.9343,-0.1135,-8.9008,-9.7481,2.3740
-0.5012,-0.9353,-0.1113,-9.8702,-13.3435,3.2366
-0.5002,-0.9326,-0.1140,-10.9084,-17.1374,4.4198
-0.4973,-0.9316,-0.1169,-11.8931,-20.5191,5.9160
-0.4880,-0.9297,-0.1208,-12.8473,-23.2672,7.5649
-0.4775,-0.9470,-0.1282,-13.6336,-24.9771,9.4122
-0.4624,-0.9529,-0.1218,-14.2595,-26.2443,11.3206
-0.4543,-0.9487,-0.1257,-14.7176,-27.3817,13.2443
-0.4465,-0.9421,-0.1262,-15.0992,-28.2595,15.0611
-0.4341,-0.9375,-0.1226,-15.3740,-29.1985,16.7405
-0.4351,-0.9382,-0.1252,-15.4809,-29.8015,18.2061
-0.4282,-0.9514,-0.1257,-15.4046,-30.3359,19.4351
-0.4280,-0.9661,-0.1316,-15.2443,-31.0305,20.3282
-0.4319,-0.9839,-0.1509,-14.9313,-31.4504,21.0076
-0.4224,-1.0232,-0.1704,-14.7710,-31.4733,21.5649
-0.4106,-1.0625,-0.1885,-14.7786,-31.4504,21.6107
-0.4150,-1.0898,-0.1997,-14.5878,-30.9924,21.5725
-0.4072,-1.0977,-0.2009,-14.0611,-30.4656,21.9771
-0.3918,-1.0820,-0.1904,-13.3435,-30.0153,22.5496
-0.3777,-1.0627,-0.1890,-12.4275,-29.3130,23.2595
-0.3643,-1.0513,-0.1846,-11.7176,-27.5573,24.1603
-0.3435,-1.0513,-0.1826,-11.0305,-25.2137,24.7710
-0.3337,-1.0442,-0.1863,-10.6489,-22.6870,25.3282
-0.3318,-1.0564,-0.1873,-10.5649,-19.2443,26.2443
-0.3342,-1.0640,-0.1863,-10.7557,-16.0153,27.4427
-0.3396,-1.0654,-0.1721,-10.6794,-13.4046,28.9618
-0.3469,-1.0471,-0.1731,-10.0458,-12.2061,30.8015
-0.3684,-1.0142,-0.1711,-9.4580,-11.4275,32.3282
-0.3916,-0.9910,-0.1606,-9.0916,-10.9160,33.0840
-0.3955,-0.9717,-0.1567,-9.0153,-11.1450,33.4809
-0.4014,-0.9485,-0.1477,-8.9389,-11.7023,33.3206
-0.3997,-0.9277,-0.1431,-8.7786,-11.8702,32.9313
-0.3972,-0.9160,-0.1394,-8.6183,-11.7405,32.1450
-0.3982,-0.9016,-0.1372,-8.7099,-11.1908,31.0611
-0.3982,-0.8811,-0.1409,-8.6336,-10.8550,29.3359
-0.3967,-0.8674,-0.1399,-8.6565,-10.2214,28.2366
-0.4028,-0.8645,-0.1377,-8.3359,-9.6870,26.5038
-0.4165,-0.8584,-0.1411,-7.7099,-9.5725,24.5420
-0.4214,-0.8459,-0.1313,-7.5725,-9.1069,22.4733
-0.4036,-0.8267,-0.1331,-7.3817,-9.3206,20.4046
-0.3979,-0.8127,-0.1387,-7.0153,-8.9847,18.2137
-0.4089,-0.8079,-0.1384,-6.7939,-7.4198,16.4656
-0.4104,-0.8096,-0.1375,-6.1756,-6.3740,15.0992
-0.4153,-0.8169,-0.1350,-5.1221,-6.1527,13.5573
-0.4417,-0.8135,-0.1350,-3.8702,-5.6107,12.1298
-0.4475,-0.8176,-0.1296,-2.6412,-5.3282,11.2061
-0.4316,-0.8005,-0.1289,-1.3206,-4.9313,10.2977
-0.4343,-0.7830,-0.1279,-0.0916,-3.7557,9.5038
-0.4331,-0.7786,-0.1296,0.9466,-1.0458,9.3740
-0.4329,-0.7788,-0.1350,1.7557,1.2214,8.8855
-0.4485,-0.7803,-0.1467,3.0534,3.8397,8.2519
-0.4700,-0.7961,-0.1541,4.4504,6.2672,7.3359
-0.5103,-0.8196,-0.1575,5.8855,8.1374,5.8244
-0.5361,-0.8333,-0.1694,7.5038,8.7405,4.2214
-0.5579,-0.8450,-0.1826,8.8779,9.4351,2.2977
-0.5674,-0.8618,-0.1938,9.6794,11.6947,0.7405
-0.5586,-0.8853,-0.2012,10.2901,14.6107,-0.6260
-0.5564,-0.8879,-0.1990,10.9847,17.4504,-1.9695
-0.5681,-0.8843,-0.1912,12.0382,19.7786,-3.1756
-0.5959,-0.8823,-0.1965,12.8168,22.0382,-4.0382
-0.6111,-0.8804,-0.1892,13.5191,24.0611,-4.8779
-0.6150,-0.8750,-0.1799,14.1145,25.7710,-5.2824
-0.6106,-0.8662,-0.1655,14.6870,27.1069,-5.6870
-0.6013,-0.8413,-0.1509,14.9389,28.4580,-5.5496
-0.6018,-0.8159,-0.1321,14.8702,29.7023,-4.9847
-0.6013,-0.7898,-0.1345,14.4809,31.1832,-4.3435
-0.6111,-0.7664,-0.1165,14.3282,31.4275,-4.4809
-0.6230,-0.7542,-0.1072,14.3511,29.8779,-4.8931
-0.6479,-0.7478,-0.1106,14.0458,27.4962,-5.0076
-0.6445,-0.7385,-0.0933,13.7099,23.7710,-4.9924
-0.6423,-0.7302,-0.0828,13.2061,20.8244,-4.9924
-0.6384,-0.7405,-0.0674,12.6336,19.3130,-4.9084
-0.6133,-0.7542,-0.0645,12.5496,17.8550,-4.9008
-0.6104,-0.7693,-0.0615,12.8779,16.6260,-5.1756
-0.6292,-0.7849,-0.0581,13.2137,16.5573,-5.3664
-0.6421,-0.7883,-0.0627,12.9160,16.9008,-5.2519
-0.6155,-0.7698,-0.0676,11.8626,17.3588,-5.3588
-0.5464,-0.6929,-0.2173,7.3359,15.6870,-6.4427
-0.6768,-0.6926,-0.0083,7.2595,17.6183,-5.1985
-0.6606,-0.7598,-0.0933,4.8931,21.0916,-3.5191
-0.6382,-0.8047,-0.0205,4.9618,18.7786,-3.2214
-0.6465,-0.7988,-0.0286,4.8626,18.5267,-2.4656
-0.6582,-0.7656,-0.0356,5.3053,19.2214,-1.9160
-0.6672,-0.8015,-0.0286,4.6794,19.0687,-1.6565
-0.6909,-0.8457,-0.0068,4.2519,17.2443,-0.9008
-0.7046,-0.8689,-0.0251,4.1298,15.1145,-0.6031
-0.7197,-0.8828,-0.0337,3.6641,12.1069,-0.0840
-0.7200,-0.8962,-0.0208,3.5649,8.3359,1.1374
-0.6924,-0.9241,-0.0105,3.5191,5.7176,2.7099
-0.6504,-0.9373,-0.0178,3.4733,4.2519,4.6412
