ax,ay,az,gx,gy,gz
-0.1030,-0.9714,-0.0994,-5.1221,-27.3817,-7.3511
-0.0701,-0.9426,-0.0962,-5.2977,-19.7557,-4.0076
-0.0552,-0.9163,-0.0796,-5.6565,-11.3588,-0.7023
-0.0476,-0.9084,-0.0786,-6.0992,-2.5725,2.5954
-0.0510,-0.9009,-0.0764,-6.5191,5.9466,5.5802
-0.0676,-0.9011,-0.0774,-6.8244,13.2977,7.9847
-0.0999,-0.9097,-0.0835,-7.0992,19.0305,9.7099
-0.1389,-0.9182,-0.0957,-7.4809,22.7176,10.7786
-0.1621,-0.9355,-0.1038,-7.7481,25.1756,10.9618
-0.1946,-0.9485,-0.1055,-7.8550,26.8168,10.9847
-0.2100,-0.9609,-0.1091,-7.9084,27.6336,10.4656
-0.2356,-0.9668,-0.1101,-8.0534,27.9389,9.3511
-0.2588,-0.9617,-0.1113,-8.3282,27.6336,7.8779
-0.2759,-0.9531,-0.1064,-8.6107,27.3664,6.2290
-0.2888,-0.9404,-0.0955,-8.9008,27.0687,4.4504
-0.3079,-0.9243,-0.0759,-9.0153,26.4046,2.5802
-0.3179,-0.9121,-0.0652,-8.9237,25.8321,0.6412
-0.3191,-0.8987,-0.0532,-8.6641,25.4504,-1.2366
-0.3247,-0.8953,-0.0337,-7.8092,25.4122,-3.1756
-0.3242,-0.8882,-0.0288,-6.8550,25.5954,-4.9084
-0.3264,-0.8828,-0.0383,-6.4504,25.6031,-7.1908
-0.3354,-0.8857,-0.0400,-6.1832,25.0382,-9.9389
-0.3433,-0.8948,-0.0371,-5.8321,23.5802,-12.6260
-0.3469,-0.8936,-0.0444,-5.7481,21.6183,-15.4275
-0.3479,-0.8948,-0.0449,-5.6870,19.7710,-18.0840
-0.3560,-0.8938,-0.0483,-5.7405,17.6489,-20.1298
-0.3679,-0.8984,-0.0481,-5.8168,15.4962,-22.0611
-0.3760,-0.9148,-0.0374,-6.3435,13.5802,-23.3969
-0.3660,-0.9199,-0.0200,-6.6565,12.2137,-24.7099
-0.3721,-0.9111,-0.0071,-7.0076,10.4580,-25.3130
-0.3677,-0.9133,0.0110,-7.3359,8.4275,-25.8168
-0.3938,-0.9280,0.0342,-8.1298,5.8015,-25.9847
-0.4236,-0.9626,0.0530,-8.4733,2.1298,-26.4580
-0.4692,-0.9968,0.0635,-8.2595,-4.1756,-26.6183
-0.5012,-1.0500,0.0542,-7.9313,-12.5267,-27.0916
-0.5046,-1.1072,0.0344,-7.1985,-21.1679,-27.8702
-0.4561,-1.1252,-0.0122,-6.8321,-28.0382,-28.5267
-0.3896,-1.1047,-0.0601,-6.2748,-32.5420,-27.4427
-0.3462,-1.0891,-0.1038,-5.7328,-36.3893,-25.1756
-0.3240,-1.0947,-0.1189,-5.1832,-36.9389,-22.0305
-0.3030,-1.1042,-0.1267,-4.4275,-34.0000,-18.6794
-0.2871,-1.1262,-0.1304,-3.2672,-30.8626,-15.4733
-0.3020,-1.1484,-0.1250,-1.2366,-29.7099,-12.5649
-0.3193,-1.1584,-0.1348,1.4198,-29.7939,-10.2901
-0.3145,-1.1426,-0.1467,3.9313,-28.7557,-8.0076
-0.3040,-1.1404,-0.1768,5.7786,-26.5573,-5.7786
