ax,ay,az,gx,gy,gz
-0.1870,-2.0347,-0.1658,17.5191,82.4275,-18.8855
-0.1902,-1.8831,-0.1008,18.2748,79.2672,-15.8626
-0.1501,-1.7007,-0.0618,17.3130,74.4275,-12.7481
-0.1326,-1.5586,-0.0608,16.6489,69.0611,-11.5344
-0.1372,-1.4526,-0.0630,16.2595,64.4275,-10.5191
-0.1526,-1.3625,-0.0581,15.7328,60.2901,-9.0916
-0.1765,-1.2517,-0.0579,14.4809,56.0153,-7.3359
-0.2129,-1.1365,-0.0547,13.0611,51.8397,-5.4122
-0.2429,-1.0203,-0.0579,11.9618,48.8244,-3.7710
-0.2607,-0.9248,-0.0522,11.7328,45.6183,-2.9084
-0.2827,-0.8499,-0.0264,12.7710,42.0076,-2.6565
-0.2859,-0.7642,-0.0269,14.6718,38.5420,-3.2748
-0.2900,-0.6865,-0.0356,16.6718,36.1221,-4.3359
-0.3057,-0.6123,-0.0630,18.0840,33.8092,-6.5725
-0.3369,-0.5500,-0.0918,18.4122,31.8931,-9.7252
-0.3660,-0.5049,-0.1152,18.1221,29.8168,-13.8397
-0.3987,-0.4717,-0.1345,17.5344,27.0076,-18.2672
-0.4097,-0.4387,-0.1421,15.8244,24.3588,-22.5191
-0.3835,-0.4192,-0.1104,12.7099,23.6031,-25.6183
-0.3367,-0.3801,-0.0320,10.0305,23.7023,-26.9008
-0.3845,-0.3274,-0.0500,7.3740,25.5496,-26.8931
-0.4202,-0.3684,-0.0310,6.0458,29.1145,-26.9389
-0.4619,-0.4111,-0.0061,6.1679,28.0916,-28.6947
-0.5242,-0.4246,0.0378,7.0611,23.4122,-31.2824
-0.5764,-0.4211,0.0569,8.1221,15.9847,-34.0840
-0.6023,-0.4106,0.0540,8.1679,10.5038,-35.2214
-0.6033,-0.3823,0.0740,6.6794,7.2061,-34.0153
-0.6023,-0.3533,0.0959,4.2901,4.5802,-32.1221
-0.6104,-0.3450,0.0942,2.3664,3.3282,-30.9008
-0.6191,-0.3691,0.0945,1.4275,2.2748,-30.1603
-0.5950,-0.4062,0.0835,0.5573,1.1832,-29.8779
-0.5637,-0.4565,0.0850,0.8550,0.5344,-30.1145
-0.5764,-0.4780,0.0747,2.0687,0.0382,-29.8092
-0.6138,-0.4917,0.0591,3.3053,-2.0916,-28.0840
-0.6343,-0.5015,0.0432,4.6870,-5.9618,-25.8855
-0.6438,-0.5173,0.0085,5.5802,-11.5420,-24.2290
-0.6086,-0.5527,-0.0151,5.7710,-17.3588,-22.4962
-0.5381,-0.6011,-0.0500,5.4427,-22.8092,-19.9237
-0.4663,-0.6733,-0.1072,4.1221,-26.9466,-17.3359
-0.3813,-0.8003,-0.1699,2.5267,-26.9618,-12.0687
-0.2139,-1.0154,-0.2112,1.6641,-22.6260,-3.5191
-0.1802,-1.1941,-0.2551,2.2672,-16.9618,5.8550
