ax,ay,az,gx,gy,gz
-0.5442,-0.7664,-0.0264,-15.6947,-4.5038,-8.2977
-0.5425,-0.7466,-0.0242,-15.8702,-9.5420,-9.6565
-0.5366,-0.7283,-0.0293,-15.8779,-14.1450,-11.0840
-0.5273,-0.7363,-0.0278,-15.7023,-17.6412,-12.5954
-0.5193,-0.7458,-0.0339,-15.3740,-20.1374,-14.1069
-0.5117,-0.7607,-0.0388,-14.8397,-22.0000,-15.4580
-0.5015,-0.7773,-0.0410,-14.1527,-22.5114,-16.2824
-0.4785,-0.7927,-0.0422,-13.0153,-21.8779,-16.6336
-0.4565,-0.8008,-0.0435,-11.6641,-19.7710,-16.7023
-0.4363,-0.8052,-0.0498,-9.9466,-16.4351,-16.7634
-0.4248,-0.8059,-0.0586,-8.6947,-12.3817,-16.9924
-0.4160,-0.8081,-0.0657,-7.6947,-8.0687,-17.1756
-0.4070,-0.8093,-0.0671,-7.0458,-3.7634,-17.2137
-0.3987,-0.8027,-0.0654,-6.4427,-0.1450,-17.1527
-0.3948,-0.7837,-0.0586,-6.1679,3.1221,-16.9160
-0.4011,-0.7700,-0.0566,-5.8855,5.9695,-16.9313
-0.4075,-0.7651,-0.0540,-5.9466,8.7863,-16.9924
-0.4233,-0.7788,-0.0623,-6.3435,10.7481,-17.8473
-0.4431,-0.8108,-0.0591,-6.7939,11.7939,-19.2595
-0.4824,-0.8416,-0.0640,-7.3053,11.4580,-21.0076
-0.5098,-0.8745,-0.0713,-7.8015,10.2290,-23.4733
-0.5442,-0.9053,-0.0784,-8.1450,8.5344,-26.1069
-0.5706,-0.9280,-0.0808,-8.5878,6.0458,-28.9084
-0.5898,-0.9587,-0.0808,-8.3969,2.7176,-31.7328
-0.5952,-0.9722,-0.0798,-8.2977,-1.1832,-33.7634
-0.5811,-0.9763,-0.0676,-8.1298,-4.9618,-35.3359
-0.5627,-0.9714,-0.0591,-7.7176,-8.5649,-36.1756
-0.5315,-0.9641,-0.0503,-7.8855,-11.3053,-36.3588
-0.4978,-0.9707,-0.0481,-8.1221,-13.4504,-36.3511
-0.4819,-0.9880,-0.0540,-8.7405,-14.6947,-35.6412
-0.4609,-1.0234,-0.0605,-9.2290,-15.6565,-34.4046
-0.4380,-1.0635,-0.0613,-9.3359,-16.5420,-33.4962
-0.4414,-1.0933,-0.0554,-8.7252,-17.9237,-32.6031
-0.4385,-1.0864,-0.0464,-7.5496,-20.2137,-31.2061
-0.4365,-1.0454,-0.0427,-6.1908,-23.2519,-29.0763
-0.4163,-1.0078,-0.0457,-4.7634,-26.0153,-26.2824
-0.3882,-0.9956,-0.0496,-3.0611,-27.8473,-23.2214
-0.3899,-0.9802,-0.0537,-1.5878,-31.0153,-19.7252
-0.3784,-0.9875,-0.0698,0.3053,-33.5878,-16.4656
-0.3582,-1.0034,-0.0837,2.1450,-35.6412,-13.7176
-0.3452,-1.0259,-0.1001,4.2595,-37.0076,-11.2595
-0.3225,-1.0522,-0.1211,6.3053,-37.5573,-9.0992
-0.3076,-1.0891,-0.1394,8.5267,-36.9618,-7.4046
-0.3005,-1.1182,-0.1541,11.0534,-35.1603,-5.9771
-0.2737,-1.1340,-0.1689,13.7328,-32.8168,-4.5038
-0.2422,-1.1519,-0.1875,16.2443,-28.8168,-2.9008
-0.2131,-1.1541,-0.1936,18.5725,-23.2443,-1.2061
-0.1809,-1.1377,-0.1924,20.4733,-16.1450,0.9160
-0.1450,-1.1091,-0.1868,22.2672,-7.7099,3.4198
-0.1157,-1.0803,-0.1794,23.5802,1.6107,5.8779
-0.1138,-1.0493,-0.1746,24.2290,11.4427,8.3130
-0.1199,-1.0378,-0.1699,24.7481,21.0916,10.7634
-0.1362,-1.0366,-0.1648,24.9466,30.0534,12.8779
-0.1653,-1.0305,-0.1658,25.1069,37.5496,14.6107
-0.2056,-1.0200,-0.1628,25.2366,42.9924,16.0000
-0.2456,-1.0071,-0.1636,25.4046,46.6412,17.0840
-0.2708,-0.9897,-0.1655,25.4962,48.8626,17.8321
-0.3042,-0.9800,-0.1685,25.6031,50.0611,18.2901
-0.3384,-0.9739,-0.1682,25.4656,49.7557,18.4809
-0.3694,-0.9597,-0.1672,25.1832,47.6947,18.5573
-0.3813,-0.9602,-0.1670,24.8702,44.9847,18.3740
-0.4041,-0.9517,-0.1711,24.1908,40.9160,18.2366
-0.3333,-0.9253,-0.1580,16.9389,45.5802,17.7481
-0.4463,-0.9619,-0.1719,23.9008,31.7023,17.1832
-0.4438,-0.9397,-0.1570,22.3740,22.9466,18.0382
-0.3936,-0.9231,-0.1372,21.3817,17.4962,18.1679
-0.3921,-0.9258,-0.1392,20.9466,12.0153,17.2137
-0.3857,-0.9287,-0.1362,20.2977,6.9084,17.4809
-0.3677,-0.9290,-0.1406,19.5420,2.2519,17.1985
-0.3630,-0.9343,-0.1360,19.0916,-2.1603,16.9618
-0.3433,-0.9258,-0.1389,18.8092,-5.7023,16.9618
-0.3179,-0.9160,-0.1484,18.4886,-8.1298,17.2290
-0.2981,-0.9082,-0.1582,18.0763,-9.6641,17.3664
-0.2771,-0.8992,-0.1624,17.7176,-10.0382,17.5344
-0.2639,-0.8894,-0.1694,17.2901,-9.5725,17.5420
-0.2571,-0.8821,-0.1719,17.0840,-8.7557,17.6718
-0.2495,-0.8916,-0.1733,16.8244,-7.3740,17.7481
-0.2449,-0.8982,-0.1758,16.7634,-5.5954,17.8473
-0.2463,-0.9119,-0.1768,16.6183,-3.6260,17.5878
-0.2502,-0.9263,-0.1824,16.5802,-1.3740,17.2595
-0.2463,-0.9417,-0.1831,16.6031,0.5344,16.6794
-0.2446,-0.9534,-0.1890,16.6031,2.6947,15.9084
-0.2363,-0.9583,-0.1946,16.5649,5.0763,15.0992
-0.2261,-0.9697,-0.2004,16.2595,7.9160,14.3817
-0.2214,-0.9724,-0.2002,15.7023,11.1756,13.5038
-0.2153,-0.9756,-0.2004,14.9847,14.5954,12.7863
-0.2168,-0.9624,-0.1965,13.8779,17.7405,11.7252
-0.2075,-0.9531,-0.1775,12.4504,20.8015,10.8931
-0.2109,-0.9565,-0.1577,10.7481,23.1832,10.3511
-0.2109,-0.9631,-0.1272,8.5725,25.4809,9.8244
-0.2302,-0.9668,-0.1262,6.1985,27.6489,8.8855
-0.2449,-0.9941,-0.1206,3.5496,29.2748,7.5725
-0.2610,-1.0361,-0.1121,0.7328,30.5038,4.9084
-0.2637,-1.0833,-0.0857,-0.9389,31.7328,1.4351
-0.2710,-1.1082,-0.0767,-2.0076,33.2290,-1.6107
-0.2737,-1.1094,-0.0635,-3.6947,35.0763,-4.3664
-0.3120,-1.0676,-0.0310,-5.9771,36.7481,-7.2977
-0.3508,-1.0049,0.0012,-8.4046,36.5038,-10.4198
