ax,ay,az,gx,gy,gz
-1.0515,0.0923,-0.3889,100.0153,-21.7634,-5.3206
-1.0483,0.0715,-0.3940,100.0763,-24.5191,-6.1221
-1.0293,0.0740,-0.3901,100.5115,-22.4580,-6.1527
-0.9934,0.0842,-0.3887,100.8626,-18.0458,-4.8931
-0.9648,0.1060,-0.3855,100.4809,-12.2672,-3.9160
-1.0027,0.1099,-0.3853,100.1985,-5.2061,-3.8931
-1.1018,0.1042,-0.3748,100.2137,-1.0305,-4.3435
-1.2183,0.0781,-0.3733,99.8779,-0.0458,-4.3664
-1.2224,0.0344,-0.3467,99.9008,-4.5878,-6.2290
-1.2046,-0.0056,-0.3162,99.7786,-10.1679,-8.2214
-1.1145,-0.0461,-0.2607,99.2366,-12.4351,-8.9313
-1.0444,-0.0481,-0.2271,99.1145,-13.2290,-8.9466
-1.0132,-0.0330,-0.2158,98.9847,-12.0763,-9.0840
-0.9871,-0.0305,-0.1873,98.8702,-9.6260,-9.8168
-0.9712,-0.0266,-0.1880,98.2137,-7.2366,-10.2595
-0.9270,-0.0200,-0.1831,97.0076,-3.4427,-10.6794
-0.8933,-0.0120,-0.1663,95.1832,1.4275,-10.6641
-0.9019,-0.0146,-0.1589,93.0229,6.5573,-9.7557
-0.8850,-0.0200,-0.1360,91.0611,10.6947,-9.5038
-0.8967,-0.0022,-0.1296,89.2595,11.1221,-10.3359
-0.9373,0.0085,-0.1248,87.2061,10.3817,-11.4733
-0.9897,0.0090,-0.1096,85.1298,8.9542,-12.6947
-1.0493,-0.0198,-0.1028,82.9618,6.6565,-12.8855
-1.0393,-0.0217,-0.0764,80.4427,4.5878,-13.2061
-1.0117,-0.0132,-0.0613,77.6641,3.3588,-13.7176
-0.9927,0.0049,-0.0454,74.8550,4.8550,-13.2824
-0.9700,0.0120,-0.0269,71.8473,7.4733,-12.1374
-0.9783,0.0256,-0.0159,68.3969,8.7328,-11.1679
-0.9880,0.0339,-0.0054,65.0305,8.5573,-11.0305
-1.0110,0.0432,0.0010,61.3053,7.4962,-10.9695
-1.0249,0.0330,-0.0022,57.9160,5.2672,-11.0687
-1.0459,0.0168,-0.0046,54.6183,2.5038,-11.3969
-1.0640,0.0027,-0.0002,51.6565,-0.4809,-11.7863
-1.0708,-0.0073,-0.0071,49.1069,-3.5725,-11.9313
-1.0549,-0.0173,-0.0117,46.7405,-5.8092,-12.4275
-1.0276,-0.0305,-0.0112,44.2748,-7.0076,-12.5802
-0.9966,-0.0344,-0.0098,42.1985,-7.1298,-12.5496
-0.9629,-0.0461,-0.0093,40.1527,-5.1832,-12.2061
-0.9600,-0.0527,-0.0083,38.4809,-3.0840,-11.1832
-0.9792,-0.0688,-0.0171,36.6336,-0.9618,-9.7710
-0.9678,-0.0793,-0.0112,35.2214,0.4733,-9.1679
-0.9556,-0.0828,-0.0364,34.4046,-1.4504,-9.5267
-0.9863,-0.0974,-0.0522,33.1679,-2.5573,-9.2443
-1.0002,-0.1172,-0.0537,32.1756,-3.4580,-8.2748
-0.9917,-0.1208,-0.0417,32.0611,-5.3511,-7.6412
-0.9802,-0.1177,-0.0369,32.3664,-6.7786,-6.9618
-0.9595,-0.1191,-0.0259,33.1908,-6.7939,-5.9847
-0.9185,-0.1145,-0.0198,33.9160,-5.3206,-5.3359
-0.8821,-0.1003,-0.0066,34.4427,-2.6489,-4.8473
-0.8684,-0.0972,-0.0056,34.8015,0.9542,-4.1374
-0.8591,-0.0950,0.0051,34.8015,3.7786,-3.2672
-0.8547,-0.0803,0.0054,34.7252,5.4656,-2.8015
-0.8508,-0.0747,0.0105,34.4198,7.1221,-2.6031
-0.8362,-0.0645,-0.0012,34.2519,7.3817,-2.9847
-0.8584,-0.0715,-0.0068,33.7328,8.0382,-3.4580
-0.8862,-0.0833,0.0022,33.2443,8.9084,-3.1832
-0.9021,-0.0974,0.0190,32.8168,9.2061,-2.8702
-0.9021,-0.1035,0.0251,32.5649,9.1756,-2.3817
-0.8835,-0.1025,0.0295,32.2977,9.0534,-2.1908
-0.8818,-0.1035,0.0276,32.0153,9.3511,-1.5878
-0.8792,-0.1006,0.0229,31.3130,10.6641,-0.7405
-0.8655,-0.1077,0.0254,30.6031,12.1527,-0.2214
-0.8662,-0.1042,0.0234,29.6565,13.1145,-0.0229
-0.8867,-0.0945,0.0190,28.3588,13.6565,0.4275
-0.8994,-0.1018,0.0037,27.1832,13.8702,0.5725
-0.9155,-0.1099,0.0117,26.0076,13.6260,0.0763
-0.9492,-0.1108,0.0129,24.8397,13.3511,-0.0992
-0.9819,-0.1040,0.0110,23.5038,12.8473,-0.3359
-1.0103,-0.0920,0.0127,22.0687,12.7557,-0.3282
-1.0295,-0.1008,0.0098,21.0916,12.3969,-0.8321
-1.0212,-0.0967,0.0039,20.2519,11.6183,-1.4351
-1.0200,-0.0901,-0.0093,19.3435,11.2595,-1.8855
-1.0059,-0.0950,-0.0181,18.5420,11.5725,-1.8015
-0.9829,-0.0916,-0.0249,17.4198,11.8626,-1.4275
-0.9709,-0.0908,-0.0112,16.3817,11.1603,-1.1603
