ax,ay,az,gx,gy,gz
-0.3538,-1.3914,-0.0315,-6.9313,27.4580,-1.9389
-0.4055,-1.2939,-0.0137,-6.5573,27.7939,1.3664
-0.4412,-1.1599,0.0015,-6.1221,26.3740,4.9313
-0.4558,-1.0464,0.0300,-5.5802,23.7939,8.3969
-0.4717,-0.9495,0.0408,-4.7557,18.8931,11.4733
-0.4939,-0.8796,0.0347,-3.6641,12.1527,13.8550
-0.5134,-0.8667,0.0254,-2.2061,6.3664,15.7099
-0.5234,-0.9053,-0.0081,-0.7176,1.6183,17.1298
-0.5137,-0.9629,-0.0625,0.2748,-2.5420,18.1679
-0.5227,-1.0264,-0.1133,0.6412,-6.2061,19.7252
-0.5369,-1.0808,-0.1692,0.2824,-8.6260,22.9160
-0.5215,-1.1379,-0.1914,-0.6565,-8.9313,26.1756
-0.5059,-1.1987,-0.2249,-1.8779,-7.5496,29.2748
-0.4800,-1.2122,-0.2332,-3.7786,-4.7939,32.5878
-0.4534,-1.2190,-0.2378,-4.7863,-3.1374,36.2824
-0.4551,-1.1907,-0.2136,-5.1679,-2.6489,41.5725
-0.4790,-1.1377,-0.1814,-5.9695,-0.6412,47.9924
-0.5024,-1.0693,-0.1501,-7.1221,-0.2443,54.0611
-0.5176,-0.9937,-0.1106,-7.9313,-2.8626,58.7099
-0.5161,-0.9453,-0.0554,-8.1069,-6.1450,61.6260
-0.5325,-0.9180,-0.0344,-8.3130,-8.3511,64.3969
-0.5471,-0.8938,-0.0398,-9.5038,-8.2824,67.4504
-0.5518,-0.8770,-0.0471,-10.1069,-9.2214,70.3664
-0.5752,-0.8677,-0.0679,-11.2672,-12.8397,72.7023
-0.6079,-0.8835,-0.0691,-11.7634,-17.3893,74.9924
-0.5952,-0.8953,-0.0977,-12.5115,-22.6412,76.4122
-0.5925,-0.9170,-0.0920,-11.7405,-29.1527,76.5878
-0.5615,-0.9226,-0.1060,-11.0840,-35.1832,76.2061
-0.5461,-0.9309,-0.1028,-9.4809,-40.5344,74.9237
-0.5142,-0.9260,-0.0835,-8.0153,-45.8779,74.1145
-0.4697,-0.9263,-0.0605,-6.0763,-48.7099,72.6107
-0.4199,-0.9285,-0.0708,-4.5954,-48.2061,70.4657
-0.3962,-0.9360,-0.0701,-3.3053,-46.5420,67.7405
-0.3875,-0.9404,-0.0713,-2.7023,-44.7023,65.9618
-0.3625,-0.9395,-0.0759,-2.1374,-41.8397,63.9542
-0.3271,-0.9346,-0.0815,-2.0840,-38.2290,61.0916
-0.3120,-0.9160,-0.0681,-2.1603,-33.9237,57.9084
-0.2996,-0.9143,-0.0659,-2.3740,-29.7863,54.2901
-0.2939,-0.9246,-0.0471,-1.9237,-27.1374,50.3969
-0.2854,-0.9436,-0.0176,-0.9008,-24.3130,46.3893
-0.2815,-0.9727,-0.0083,0.4962,-21.0458,42.2366
-0.2688,-1.0002,0.0088,2.2137,-18.7099,37.9008
-0.2556,-0.9902,0.0046,3.6031,-16.6183,32.8168
-0.2468,-0.9861,-0.0195,5.6260,-14.5573,26.0840
-0.2405,-0.9744,-0.0332,6.8550,-17.7557,19.4962
-0.1816,-0.9551,-0.0310,7.2824,-20.1679,12.4504
