ax,ay,az,gx,gy,gz
-0.1956,-0.4072,0.0334,-15.7328,10.5267,32.5878
-0.2212,-0.3716,0.0540,-15.0382,12.8931,25.9237
-0.2263,-0.3386,0.0872,-14.0763,14.3588,19.5267
-0.2295,-0.3025,0.1174,-13.2977,15.7863,13.0305
-0.2354,-0.2678,0.1394,-12.6870,17.8321,6.0305
-0.2600,-0.2605,0.1558,-12.0992,20.9008,-1.6947
-0.2874,-0.2727,0.1526,-11.0763,24.1679,-10.3588
-0.3164,-0.3018,0.1484,-9.9695,26.4733,-19.9847
-0.2407,-0.4219,0.2722,-6.7939,29.1450,-32.3664
-0.2031,-0.7158,0.5654,8.1908,29.7557,-49.5878
-0.4412,-0.4622,0.2112,9.0611,34.9542,-57.4351
-0.2219,-0.5327,0.3411,12.8550,41.0305,-68.3740
-0.2292,-0.4651,0.1704,14.2595,56.8931,-85.0763
-0.4604,-0.5493,0.1028,12.8397,66.6565,-94.0611
-0.4204,-0.6687,0.0811,12.1450,69.6260,-104.7786
-0.4768,-0.7061,0.0312,12.8473,75.8550,-116.4504
-0.6296,-0.7710,-0.0476,13.9313,77.2137,-124.9313
-0.6750,-0.8315,-0.0686,15.2519,73.8092,-134.5954
-0.7556,-0.9023,-0.0918,17.0763,69.9847,-144.2290
-0.8027,-1.0046,-0.1074,18.5114,66.9008,-151.7939
-1.0044,-1.0930,-0.1062,20.1603,63.4427,-150.9008
-0.9287,-1.2012,-0.1060,24.4656,53.9084,-150.2672
-0.8284,-1.1804,-0.1089,28.6412,44.0611,-152.4580
-0.7656,-1.1729,-0.1064,30.2672,40.6565,-154.1069
-0.6604,-1.1729,-0.1257,29.4198,39.7405,-154.3893
-0.5449,-1.2158,-0.1799,28.0076,41.5267,-154.6718
-0.5012,-1.3137,-0.2144,28.3588,46.3053,-157.1450
-0.5752,-1.4626,-0.2366,31.1450,49.0687,-160.3588
-0.6697,-1.5933,-0.2659,34.0992,46.2290,-161.6183
-0.7383,-1.6284,-0.2964,35.6336,39.0305,-160.6031
-0.7554,-1.6084,-0.3015,35.6031,33.1298,-157.1679
-0.7288,-1.5789,-0.3081,33.9618,29.3511,-151.0458
-0.6614,-1.5718,-0.3042,31.8550,24.8626,-141.5573
-0.6157,-1.5815,-0.3147,29.9924,19.6565,-131.0611
-0.5461,-1.6030,-0.3425,28.5114,17.5344,-120.9237
-0.4731,-1.6038,-0.3340,26.3893,18.2366,-111.5267
-0.4341,-1.5928,-0.3252,24.0534,20.0611,-102.5878
-0.4175,-1.5818,-0.3347,21.5878,22.3969,-94.1450
-0.4182,-1.5706,-0.3267,19.0763,23.1298,-87.0992
-0.4592,-1.5410,-0.3176,17.0534,21.4580,-81.7176
-0.4902,-1.4944,-0.3032,15.6031,19.0153,-77.6183
-0.5239,-1.4351,-0.2930,14.3053,13.9542,-74.0534
-0.5273,-1.3613,-0.2920,13.1679,8.5115,-70.9771
-0.5088,-1.2947,-0.2896,11.9389,3.4885,-68.0229
-0.4954,-1.2427,-0.2812,10.5038,1.0916,-65.2595
-0.4900,-1.1997,-0.2751,9.0840,0.4275,-61.8168
-0.4751,-1.1689,-0.2764,7.9542,0.9847,-58.0916
-0.4675,-1.1362,-0.2776,7.0840,2.0000,-54.7710
-0.4812,-1.1128,-0.2742,6.3664,2.9160,-51.4046
-0.4980,-1.0752,-0.2678,5.9389,3.0687,-48.3893
-0.5151,-1.0325,-0.2549,5.5573,2.3130,-45.6031
-0.5225,-0.9839,-0.2473,5.2519,1.0076,-42.9389
-0.5171,-0.9380,-0.2368,4.8702,-0.7481,-40.2824
-0.5081,-0.8975,-0.2227,4.3282,-2.4427,-37.4122
-0.4983,-0.8740,-0.2168,3.8779,-4.0305,-34.4275
-0.4875,-0.8630,-0.2068,3.3664,-5.1069,-30.9542
-0.4741,-0.8582,-0.1960,2.9771,-5.8244,-27.3053
-0.4685,-0.8518,-0.1936,2.6947,-6.2366,-23.4427
-0.4580,-0.8398,-0.1924,2.4962,-6.8244,-19.2137
-0.4441,-0.8201,-0.1875,1.9542,-7.2061,-14.6412
-0.4355,-0.8049,-0.1799,1.3053,-7.1069,-9.9618
-0.4246,-0.8032,-0.1768,0.4046,-6.9771,-4.8550
-0.4214,-0.8145,-0.1660,-0.2519,-7.0076,0.2366
-0.4199,-0.8257,-0.1660,-0.8397,-7.1679,5.3511
-0.4248,-0.8486,-0.1694,-1.2901,-7.8779,10.3817
-0.4209,-0.8606,-0.1626,-1.7481,-8.9084,15.5344
-0.4146,-0.8831,-0.1665,-2.1908,-10.2061,20.6183
-0.4084,-0.8960,-0.1707,-2.6489,-11.9847,25.5954
-0.4050,-0.9014,-0.1699,-3.2748,-14.0534,30.7023
-0.3999,-0.9065,-0.1687,-3.9542,-16.5038,35.7023
-0.3896,-0.9250,-0.1677,-4.6107,-18.9542,40.4275
-0.3826,-0.9519,-0.1677,-5.2672,-21.5191,45.1679
-0.3816,-0.9775,-0.1753,-5.8931,-24.1985,49.7557
-0.3635,-1.0112,-0.1738,-6.5115,-26.8473,53.9618
-0.3608,-1.0464,-0.1782,-7.1527,-29.5267,57.8931
-0.3555,-1.0847,-0.1833,-7.5191,-32.5573,61.7634
-0.3513,-1.1182,-0.1885,-7.7557,-35.7099,65.0153
-0.3440,-1.1436,-0.1877,-7.7405,-39.1985,68.1756
-0.3359,-1.1587,-0.1958,-7.5420,-42.9618,71.1908
-0.3325,-1.1772,-0.1941,-7.3053,-46.3969,73.7557
-0.3247,-1.2053,-0.2000,-6.9542,-49.3282,76.0382
-0.3149,-1.2451,-0.2097,-6.5496,-52.0840,78.0229
-0.3103,-1.2859,-0.2449,-6.1679,-54.3130,79.5878
-0.2886,-1.3586,-0.2749,-5.9237,-56.2901,80.9237
-0.2561,-1.4458,-0.2954,-5.8855,-58.6565,81.9695
-0.2319,-1.4924,-0.2998,-5.5420,-59.4809,82.8473
-0.2078,-1.4893,-0.2979,-4.8473,-59.0382,83.8931
-0.1609,-1.4148,-0.2776,-3.9695,-55.9542,85.6947
-0.1250,-1.3652,-0.2566,-3.6031,-52.2519,86.6718
-0.1377,-1.3074,-0.2324,-3.5725,-48.5725,87.7710
-0.1418,-1.2378,-0.2048,-3.9466,-44.2977,88.8092
-0.1560,-1.1675,-0.1973,-4.5496,-40.2290,89.3969
-0.1733,-1.1450,-0.1926,-5.5802,-36.6031,89.6260
-0.1831,-1.1572,-0.1995,-6.6870,-34.2519,88.9542
-0.2129,-1.1802,-0.2119,-7.7099,-32.8092,87.1908
-0.2312,-1.2002,-0.2251,-8.3511,-32.5954,84.9466
-0.2407,-1.2039,-0.2317,-8.9237,-33.3282,82.0992
-0.2463,-1.1782,-0.2234,-9.5344,-34.3206,79.0229
-0.2485,-1.1365,-0.2271,-10.0382,-35.4656,75.8550
-0.2537,-1.1016,-0.2295,-10.7328,-36.2901,72.6794
-0.2512,-1.0842,-0.2302,-11.7557,-36.3664,69.1221
-0.2532,-1.0867,-0.2349,-13.0229,-35.5649,64.9084
-0.2617,-1.0969,-0.2300,-14.0916,-34.5878,60.0229
-0.2686,-1.0955,-0.2205,-15.1298,-33.5573,54.6489
-0.2820,-1.0911,-0.2310,-15.9008,-32.1450,48.9008
-0.2827,-1.1128,-0.2363,-16.7710,-30.6412,43.0763
-0.2749,-1.1248,-0.2187,-17.7405,-29.0153,37.4504
-0.2683,-1.0981,-0.2087,-18.5191,-26.7099,32.6107
-0.2512,-1.0498,-0.1858,-19.7710,-24.0153,28.3511
-0.2434,-0.9951,-0.1675,-21.2061,-20.8015,24.4886
-0.2253,-0.9465,-0.1406,-22.7786,-17.4656,20.6641
-0.2202,-0.9026,-0.1206,-24.4427,-14.2519,16.8931
-0.2212,-0.8572,-0.0964,-26.2214,-12.1298,13.1756
-0.2231,-0.8113,-0.0784,-27.8092,-10.8473,9.2748
-0.2346,-0.7725,-0.0586,-29.4809,-10.3282,5.6870
-0.2397,-0.7361,-0.0420,-31.0458,-10.4046,2.2443
-0.2478,-0.7197,-0.0142,-32.3282,-10.9084,-1.0000
-0.2595,-0.7134,0.0093,-32.7710,-11.6870,-3.9542
-0.2573,-0.7087,0.0315,-32.4427,-11.9924,-6.4046
-0.2466,-0.7073,0.0530,-31.4733,-12.3359,-8.6412
-0.2380,-0.7053,0.0686,-30.8015,-11.5954,-11.1145
-0.2300,-0.6992,0.0674,-30.4198,-10.5573,-13.5344
-0.2332,-0.7078,0.0630,-30.2366,-7.8168,-16.0840
-0.2258,-0.7310,0.0396,-31.0992,-2.6489,-19.0153
-0.2441,-0.7607,0.0542,-32.9237,2.1527,-21.9695
-0.2671,-0.7888,0.0896,-34.3740,7.2061,-24.1450
-0.2827,-0.8418,0.1201,-33.3282,12.3969,-26.4122
-0.3345,-0.8928,0.1501,-30.8855,20.1527,-28.3053
-0.3811,-0.9346,0.1421,-29.4886,28.1374,-31.5420
-0.4421,-0.9526,0.1763,-28.5038,30.8244,-34.5496
-0.5017,-0.9714,0.2507,-28.0458,35.1985,-36.0611
-0.5769,-0.9634,0.3247,-28.3893,41.8473,-38.4504
-0.7129,-0.9365,0.4373,-25.8702,45.2824,-40.1985
