ax,ay,az,gx,gy,gz
-0.3647,-0.1504,-0.0896,-27.6718,7.7634,-3.0076
-0.3877,-0.1448,-0.0789,-30.1374,7.9084,-6.9542
-0.3960,-0.1558,-0.0674,-32.0840,7.5802,-10.4580
-0.4033,-0.1724,-0.0608,-33.4351,7.6107,-13.9160
-0.3955,-0.1880,-0.0698,-34.6718,7.4351,-16.9160
-0.4062,-0.1970,-0.0825,-36.0611,6.5496,-19.9618
-0.4023,-0.2141,-0.1038,-37.5725,5.4275,-22.9466
-0.3970,-0.2449,-0.1365,-39.6489,5.5115,-26.4809
-0.3918,-0.3137,-0.1553,-42.1756,5.0534,-29.7634
-0.4409,-0.4270,-0.1411,-44.2366,1.7634,-32.7557
-0.5334,-0.5662,-0.1240,-44.5115,-5.2290,-34.9847
-0.5981,-0.6538,-0.0808,-44.0687,-14.6870,-35.4046
-0.6213,-0.7131,-0.0244,-43.2672,-23.1908,-34.9618
-0.7014,-0.7886,-0.0581,-43.0076,-30.8092,-35.2672
-0.7727,-0.9417,-0.0837,-42.9008,-39.0611,-35.4656
-0.8140,-1.1338,-0.0776,-42.2214,-47.3206,-35.8015
-0.8511,-1.3213,-0.0520,-41.0534,-54.9313,-35.3664
-0.9114,-1.4919,-0.0120,-39.6565,-62.1832,-33.3664
-0.9541,-1.6230,0.0291,-37.6336,-68.5954,-30.1298
-0.9683,-1.6814,0.0720,-35.8092,-72.5802,-25.0687
-1.0139,-1.6904,0.0562,-34.5191,-76.3511,-17.6718
-1.0061,-1.6604,0.0781,-33.9847,-78.5343,-8.3893
-0.9500,-1.5754,0.1326,-33.9771,-77.7710,2.1908
-0.9124,-1.4636,0.1550,-34.2061,-75.2443,12.2595
-0.8401,-1.3401,0.1973,-34.6031,-70.9237,21.6718
-0.7893,-1.2473,0.2178,-35.0076,-66.4504,29.5267
-0.7373,-1.1733,0.2207,-34.8779,-64.0840,36.3893
-0.6733,-1.1404,0.2490,-34.2061,-63.2061,42.1756
-0.6172,-1.1040,0.2710,-32.8931,-62.3893,47.0076
-0.5645,-1.0776,0.2583,-31.1221,-63.4504,50.0153
-0.5020,-1.1001,0.2568,-30.0153,-64.3817,50.4275
-0.4854,-1.1895,0.2712,-28.1679,-65.2290,49.1374
