ax,ay,az,gx,gy,gz
-1.4958,-1.3684,0.8975,3.7939,36.6107,105.2137
-1.4558,-1.4133,0.9290,7.9771,12.3053,112.2214
-1.3586,-1.4514,0.9116,11.7939,-8.1679,119.2366
-1.2749,-1.4822,0.9207,15.8397,-23.1908,125.7939
-1.1753,-1.5208,0.9365,20.2290,-31.9618,132.0076
-1.0671,-1.5796,0.9324,24.5420,-35.9084,137.8626
-0.9817,-1.6282,0.9290,28.4275,-33.8931,143.6794
-0.9656,-1.6772,0.9441,32.1985,-30.5038,149.0840
-0.9336,-1.7361,0.9397,35.9466,-26.8092,153.7176
-0.9426,-1.7676,0.9500,39.7099,-22.7405,158.4351
-0.9932,-1.7979,0.9707,43.5496,-23.6260,163.3130
-1.0217,-1.7986,0.9438,47.5038,-29.8702,168.1374
-1.0547,-1.8032,0.9053,51.3511,-38.7405,172.9618
-1.0664,-1.8306,0.8943,55.3435,-48.7328,176.7023
-1.0410,-1.8384,0.8848,59.8626,-56.4962,178.7099
-1.0532,-1.8538,0.8225,63.9542,-62.1527,180.4198
-1.0454,-1.8445,0.7854,68.6412,-66.6794,181.9618
-0.9714,-1.7617,0.7754,72.3130,-70.1603,182.4886
-0.8757,-1.6169,0.7957,75.0840,-70.2443,181.4198
-0.7683,-1.4668,0.6853,75.6641,-69.5496,177.9542
-0.6958,-1.3657,0.6348,77.7252,-69.0229,174.6412
-0.6116,-1.3000,0.6716,81.4733,-68.0611,172.2901
-0.5562,-1.1934,0.7407,83.7099,-64.0763,170.5496
-0.5715,-1.1113,0.7769,84.6718,-58.2672,167.9237
-0.6323,-1.0369,0.7480,85.8931,-58.5038,165.6794
-0.6523,-0.9556,0.6902,85.7710,-57.5344,162.2137
-0.6370,-0.8303,0.6577,83.4885,-60.0153,157.4046
-0.5535,-0.7043,0.6296,80.6260,-60.0611,149.4275
-0.5032,-0.6289,0.5588,80.1832,-59.7557,143.5573
-0.5164,-0.5596,0.5476,78.5878,-56.8092,141.1298
-0.4858,-0.4985,0.5540,76.1908,-51.8702,137.8550
-0.4558,-0.4429,0.5132,74.5038,-49.6718,132.6565
-0.4707,-0.3997,0.4683,73.7405,-52.4885,129.2366
-0.3979,-0.3196,0.4409,71.7252,-54.3130,124.0840
-0.4160,-0.2014,0.4590,69.7939,-53.4656,118.3969
-0.3223,-0.0969,0.3835,67.0687,-48.7328,110.4122
-0.2773,-0.0618,0.3516,63.7023,-46.9542,105.3817
-0.2424,-0.0483,0.3154,61.5649,-45.5496,101.7710
