ax,ay,az,gx,gy,gz
-0.6233,-0.6338,-0.1799,-3.8168,4.7023,20.3511
-0.6245,-0.6238,-0.1741,-4.6641,2.9924,19.3969
-0.6267,-0.6226,-0.1689,-5.6031,0.9618,18.2672
-0.6367,-0.6169,-0.1670,-6.3282,-0.8626,17.0305
-0.6287,-0.6318,-0.1677,-6.8473,-2.2824,15.7099
-0.6284,-0.6379,-0.1616,-7.1908,-2.9695,14.5954
-0.6243,-0.6511,-0.1609,-7.3588,-3.2061,13.3969
-0.6262,-0.6587,-0.1589,-7.4198,-2.8931,12.4275
-0.6318,-0.6619,-0.1648,-7.5420,-2.1374,11.4504
-0.6443,-0.6714,-0.1738,-7.7252,-1.3435,10.3893
-0.6541,-0.6833,-0.1743,-8.0382,-0.8779,9.6260
-0.6606,-0.6948,-0.1765,-8.0305,-0.7405,8.8397
-0.6621,-0.7065,-0.1677,-8.0763,-1.1908,7.7939
-0.6650,-0.7095,-0.1724,-7.7405,-1.5878,6.6565
-0.6660,-0.7178,-0.1702,-7.2901,-1.6489,5.5344
-0.6736,-0.7280,-0.1721,-6.8244,-1.3359,4.4122
-0.6750,-0.7437,-0.1780,-6.3282,-0.4962,3.2137
-0.6831,-0.7549,-0.1755,-5.4809,-0.1298,2.1069
-0.6772,-0.7615,-0.1702,-4.5573,-0.0840,1.1756
-0.6687,-0.7585,-0.1611,-3.7786,0.3664,0.8092
-0.6521,-0.7495,-0.1479,-3.1679,0.9695,0.8550
-0.6443,-0.7468,-0.1372,-2.7405,2.0382,0.9695
-0.6504,-0.7620,-0.1296,-2.2214,3.4733,0.6336
-0.6587,-0.7769,-0.1265,-1.6947,3.7786,-0.1908
-0.6682,-0.7791,-0.1257,-1.0687,2.9924,-1.0916
-0.6755,-0.7859,-0.1240,-0.7099,2.4580,-2.2595
-0.6782,-0.7969,-0.1230,-0.3740,2.7328,-3.6107
-0.6941,-0.8350,-0.1394,0.0840,3.5878,-5.4580
-0.7158,-0.8750,-0.1487,0.7939,4.5802,-8.0763
-0.7534,-0.9226,-0.1626,1.6794,4.9008,-11.1603
-0.7781,-0.9692,-0.1743,2.6641,4.2901,-14.4809
-0.7920,-0.9844,-0.1765,3.2824,3.6031,-17.0916
-0.7837,-0.9875,-0.1648,3.4122,3.5420,-19.0840
-0.7625,-0.9795,-0.1443,3.6031,4.2137,-20.4886
-0.7417,-0.9568,-0.1243,3.6031,4.3969,-21.2443
-0.7197,-0.9258,-0.0935,3.7023,3.6718,-21.4351
-0.6895,-0.8911,-0.0769,3.5725,2.6718,-21.0229
-0.6545,-0.8477,-0.0491,3.1221,1.3664,-19.8473
-0.6313,-0.7966,-0.0349,2.4962,0.3130,-18.2443
-0.6167,-0.7561,-0.0276,1.7176,-0.9542,-16.5344
-0.6057,-0.7202,-0.0134,0.9313,-3.0305,-14.5802
-0.5872,-0.6965,-0.0039,0.1527,-5.7634,-12.3664
-0.5654,-0.6699,0.0068,-0.5649,-8.0687,-9.7557
-0.5430,-0.6558,0.0142,-1.0687,-9.7023,-6.9389
-0.5364,-0.6475,0.0181,-1.2977,-10.3893,-4.1679
-0.5291,-0.6497,0.0168,-1.3664,-10.2519,-1.6718
-0.5320,-0.6731,0.0100,-1.0000,-9.8168,0.5115
-0.5281,-0.7026,0.0017,-0.3664,-9.1221,2.1450
-0.5308,-0.7341,-0.0159,0.3206,-7.4351,3.1450
-0.5425,-0.7791,-0.0359,1.3969,-5.2443,3.7481
-0.5566,-0.8198,-0.0500,2.4351,-2.7328,4.2137
-0.5664,-0.8621,-0.0654,3.4809,0.0153,4.2214
-0.5793,-0.9072,-0.0703,4.7176,3.2595,4.0763
-0.5947,-0.9429,-0.0798,6.2748,6.1298,3.5725
-0.6118,-0.9617,-0.0869,7.7634,8.6641,2.9313
-0.6099,-0.9526,-0.0835,8.9466,10.6489,2.6031
-0.6104,-0.9160,-0.0767,9.6489,12.0611,2.4656
-0.6013,-0.8682,-0.0657,9.8321,12.9695,2.4962
-0.6028,-0.8237,-0.0642,9.5191,13.4046,2.4427
-0.6055,-0.7817,-0.0574,8.9237,13.0534,2.2214
-0.6130,-0.7466,-0.0525,8.1985,12.0763,1.8702
-0.6189,-0.7090,-0.0479,7.1679,9.9618,1.4962
-0.6228,-0.6846,-0.0442,6.0687,7.8168,0.9084
-0.6292,-0.6575,-0.0527,4.8855,6.1832,0.3893
-0.6365,-0.6450,-0.0525,3.8015,4.5878,-0.4885
-0.6504,-0.6377,-0.0510,2.6183,2.7939,-1.0840
-0.6489,-0.6365,-0.0579,1.6489,1.1679,-1.5496
-0.6531,-0.6296,-0.0625,0.7481,-0.3435,-1.7481
-0.6511,-0.6372,-0.0647,0.0076,-1.0382,-1.9695
-0.6396,-0.6514,-0.0728,-0.5954,-1.4809,-2.2290
-0.6389,-0.6572,-0.0776,-1.5344,-1.5038,-2.3282
-0.6355,-0.6707,-0.0823,-2.1298,-1.1450,-2.3893
-0.6406,-0.6887,-0.0835,-2.6870,-0.0916,-2.4504
-0.6406,-0.7031,-0.0862,-3.2595,0.8931,-2.4962
-0.6482,-0.7139,-0.0798,-3.8244,1.8321,-2.4046
-0.6570,-0.7244,-0.0740,-4.4122,2.6031,-2.1679
-0.6633,-0.7285,-0.0703,-5.1145,3.0229,-1.8550
-0.6738,-0.7246,-0.0625,-5.9084,2.9084,-1.2366
-0.6790,-0.7161,-0.0518,-6.8092,2.3359,-0.6260
-0.6895,-0.7070,-0.0457,-7.8855,1.4656,-0.0916
-0.6970,-0.7002,-0.0469,-9.1374,0.2366,0.3282
-0.6973,-0.6848,-0.0400,-10.4122,-1.2824,0.4962
-0.7104,-0.6831,-0.0320,-11.9160,-2.8168,0.4198
-0.7209,-0.6777,-0.0325,-13.4351,-4.6031,0.0763
-0.7395,-0.6792,-0.0356,-14.9237,-6.6183,-0.4733
-0.7524,-0.6890,-0.0349,-16.3282,-8.4962,-1.3969
-0.7700,-0.7148,-0.0474,-17.3435,-10.4580,-2.5725
-0.7893,-0.7373,-0.0615,-18.2061,-12.0534,-3.7099
-0.8103,-0.7844,-0.0823,-18.7023,-13.4962,-5.1679
-0.8247,-0.8257,-0.0940,-18.6489,-15.0382,-6.3969
-0.8303,-0.8538,-0.1099,-18.7481,-17.0763,-7.0076
-0.8252,-0.8657,-0.1213,-18.9313,-18.8779,-7.0382
-0.8086,-0.8848,-0.1172,-19.2137,-19.9389,-6.4962
-0.7932,-0.8958,-0.1118,-19.2748,-20.7939,-5.5344
