ax,ay,az,gx,gy,gz
-0.2864,-0.8342,0.0120,2.1679,42.4580,-4.2977
-0.3069,-0.8149,0.0078,2.6336,39.4656,-8.4733
-0.3069,-0.8113,0.0181,3.3588,37.4046,-13.0763
-0.3035,-0.8103,0.0103,3.8473,34.9618,-17.2977
-0.2991,-0.8145,0.0168,3.8702,32.9542,-20.8168
-0.2893,-0.8186,0.0188,4.1069,33.0687,-24.2290
-0.2798,-0.8418,0.0127,4.4046,34.6031,-27.2748
-0.2585,-0.8665,0.0161,4.6870,37.3359,-29.7863
-0.2532,-0.8801,0.0129,4.5802,40.0153,-31.8550
-0.2773,-0.8755,0.0042,3.7252,42.3053,-33.8168
-0.3018,-0.8772,0.0029,2.2366,43.8550,-35.3817
-0.3125,-0.8865,0.0056,0.7405,44.2672,-37.1527
-0.3381,-0.9233,0.0078,-0.6031,43.5191,-38.6947
-0.3699,-0.9639,0.0215,-1.2977,41.1450,-40.0229
-0.3774,-0.9927,0.0305,-0.9847,36.5344,-40.6489
-0.3782,-1.0073,0.0305,-0.2901,30.6489,-40.8397
-0.3816,-1.0195,0.0229,0.3359,24.4046,-40.5725
-0.3696,-1.0491,0.0076,0.6870,18.4351,-39.7863
-0.3447,-1.0930,-0.0137,0.5267,12.4427,-38.7634
-0.3191,-1.1494,-0.0383,-0.2061,6.8931,-37.4885
-0.3132,-1.2410,-0.0608,-1.1679,3.3359,-35.7099
-0.2881,-1.3628,-0.0764,-1.7023,0.7099,-33.6336
-0.2715,-1.4897,-0.0769,-1.5344,-1.3817,-30.5191
-0.2485,-1.5356,-0.0725,-0.8779,-2.9313,-26.2672
-0.1902,-1.4812,-0.0723,-0.6641,-1.4046,-20.7252
-0.1890,-1.3647,-0.0627,-1.1069,-2.0992,-14.6565
-0.1753,-1.2646,-0.0449,-1.7710,0.1679,-8.2519
-0.1760,-1.1523,-0.0237,-2.0305,2.0534,-1.7252
-0.1809,-1.0244,-0.0007,-1.8015,1.5496,4.2290
-0.1973,-0.9023,-0.0007,-1.6641,-0.2901,9.5649
-0.2087,-0.8313,-0.0073,-1.8092,-2.6641,14.2366
-0.2280,-0.8284,-0.0171,-2.2290,-4.3435,18.1374
-0.2542,-0.8855,-0.0330,-2.4656,-6.5038,21.2214
-0.2676,-0.9434,-0.0403,-1.9008,-9.7710,23.4351
-0.2954,-0.9785,-0.0530,-0.9237,-13.9389,24.8855
-0.2988,-1.0103,-0.0720,0.1374,-17.9237,25.6565
-0.3064,-1.0623,-0.0999,1.2824,-20.4198,25.7328
-0.2988,-1.1169,-0.1199,1.8550,-22.8473,25.4886
-0.2891,-1.1633,-0.1267,2.5191,-24.7634,25.5191
-0.2551,-1.1763,-0.1191,2.9160,-26.2595,26.0229
-0.2236,-1.1580,-0.1138,3.4809,-26.0000,26.8244
-0.1748,-1.1365,-0.1101,3.7863,-22.3969,28.2672
-0.1265,-1.1250,-0.0989,3.7328,-19.1527,29.8321
-0.0872,-1.0933,-0.0874,2.8855,-14.9313,31.9466
-0.0640,-1.0513,-0.0750,1.3282,-8.2061,34.1527
-0.0571,-1.0300,-0.0574,0.0916,-1.0000,37.1298
-0.0496,-1.0254,-0.0317,-0.6412,4.6489,40.3893
-0.0581,-1.0049,-0.0330,-1.4656,9.7176,43.7786
-0.0920,-0.9795,-0.0190,-2.2748,14.6260,46.7710
-0.0969,-0.9656,-0.0452,-3.0382,16.8321,48.6794
-0.1089,-0.9536,-0.0613,-3.5115,14.3817,49.0992
-0.1448,-0.9429,-0.0356,-3.0458,11.2214,49.8550
-0.1714,-0.9492,-0.0459,-2.4427,7.2748,50.3359
-0.1809,-0.9500,-0.0325,-1.2595,2.4885,50.0916
-0.2014,-0.9426,-0.0405,-0.2672,-2.9008,50.1069
-0.2046,-0.9275,-0.0405,0.7099,-7.0763,50.1450
-0.2034,-0.9312,-0.0442,1.5954,-10.1985,50.2901
-0.1824,-0.9473,-0.0420,2.4733,-11.7634,50.5725
-0.1560,-0.9524,-0.0452,3.1908,-11.5344,50.4275
-0.1423,-0.9490,-0.0493,3.8397,-10.4656,49.8779
-0.1355,-0.9453,-0.0557,4.6336,-8.7710,48.8244
-0.1245,-0.9546,-0.0535,5.2443,-6.8168,47.1679
-0.1182,-0.9744,-0.0571,6.1603,-4.0534,45.1069
-0.1006,-1.0029,-0.0706,6.8473,0.0458,42.7176
-0.0864,-1.0076,-0.0784,7.6641,5.1832,40.1832
-0.0793,-1.0110,-0.0752,8.2824,10.6260,37.6794
-0.0769,-1.0042,-0.0830,8.6870,16.1221,34.5878
-0.0884,-0.9990,-0.0818,8.6260,21.5802,30.8779
-0.1086,-0.9968,-0.0894,8.7786,26.5344,26.7405
-0.1292,-0.9902,-0.0813,8.6412,30.3893,22.2137
-0.1492,-0.9746,-0.0764,8.8092,32.8015,17.6641
-0.1553,-0.9646,-0.0637,8.8321,34.3588,12.8779
-0.1729,-0.9575,-0.0593,8.8321,35.2901,7.9618
